loss,accuracy,val_loss,val_accuracy,lr
0.5759894847869873,0.9257375597953796,1.3891501426696777,0.6830966472625732,1e-04
0.5684474110603333,0.9090180993080139,1.3716217279434204,0.6814258098602295,1e-04
0.5733468532562256,0.8940053582191467,1.328992486000061,0.6953495144844055,1e-04
0.5360491871833801,0.8985335826873779,1.3082369565963745,0.6844890117645264,1e-04
0.5366858243942261,0.8937963843345642,1.336057186126709,0.6872737407684326,1e-04
0.488974004983902,0.9022257924079895,1.3469525575637817,0.6922862529754639,1e-04
0.48319336771965027,0.8991605639457703,1.3397729396820068,0.6872737407684326,1e-04
0.49051737785339355,0.893831193447113,1.2619330883026123,0.6906154155731201,1e-04
0.3697158396244049,0.9326343536376953,1.3082911968231201,0.7134503126144409,3.1622774e-05
0.3234344720840454,0.9441638588905334,1.2934268712997437,0.7187412977218628,3.1622774e-05
0.2928834855556488,0.9533595442771912,1.3207688331604004,0.7156780958175659,3.1622774e-05
0.27178382873535156,0.9579225778579712,1.358695387840271,0.7128933668136597,3.1622774e-05
0.261733740568161,0.9585495591163635,1.3674237728118896,0.7176274061203003,3.1622774e-05
0.2468482106924057,0.9603956937789917,1.3985763788223267,0.7131718397140503,3.1622774e-05
0.23693090677261353,0.9632171392440796,1.4271178245544434,0.7095516324043274,3.1622774e-05
0.21912668645381927,0.9687902927398682,1.4124161005020142,0.712614893913269,9.999999e-06
0.20204439759254456,0.9730398058891296,1.433290719985962,0.7167919874191284,9.999999e-06
0.1947845220565796,0.9729701280593872,1.4405715465545654,0.7137287855148315,9.999999e-06
0.19099511206150055,0.9733184576034546,1.439018726348877,0.7131718397140503,9.999999e-06
0.18509864807128906,0.9758263826370239,1.4618695974349976,0.7181843519210815,9.999999e-06
0.18014630675315857,0.9772893786430359,1.459345817565918,0.7187412977218628,3.1622774e-06
0.1767629086971283,0.9779859781265259,1.4607490301132202,0.7206906080245972,3.1622774e-06
0.17568270862102509,0.9769061803817749,1.4586745500564575,0.7184628248214722,3.1622774e-06
0.17198558151721954,0.9788219928741455,1.465592384338379,0.7167919874191284,3.1622774e-06
0.17060640454292297,0.9782994985580444,1.4621922969818115,0.719298243522644,3.1622774e-06
0.16771478950977325,0.9795534610748291,1.465474009513855,0.7151211500167847,3.1622774e-06
0.16974793374538422,0.9789612889289856,1.4617708921432495,0.7167919874191284,3.1622774e-06
0.16514109075069427,0.9794141054153442,1.4634665250778198,0.7167919874191284,9.999999e-07
0.1637299507856369,0.9794837832450867,1.4653621912002563,0.7153996229171753,9.999999e-07
0.16260617971420288,0.9800062775611877,1.4648221731185913,0.7181843519210815,9.999999e-07
0.16232270002365112,0.9803197383880615,1.4681735038757324,0.7176274061203003,9.999999e-07
0.16117972135543823,0.9803197383880615,1.4705028533935547,0.7181843519210815,9.999999e-07
0.1597498208284378,0.9808771014213562,1.4710432291030884,0.7190197706222534,3.1622773e-07
0.16082140803337097,0.9807725548744202,1.4722453355789185,0.7184628248214722,3.1622773e-07
0.16317978501319885,0.9796927571296692,1.4733881950378418,0.7190197706222534,3.1622773e-07
0.16230981051921844,0.9807029366493225,1.473007321357727,0.7195767164230347,3.1622773e-07
0.15942245721817017,0.9808771014213562,1.4710018634796143,0.7184628248214722,3.1622773e-07
0.16076414287090302,0.9807029366493225,1.473799705505371,0.7190197706222534,1e-07
0.15890303254127502,0.9807029366493225,1.472537875175476,0.717070460319519,1e-07
0.16124598681926727,0.9807725548744202,1.4739352464675903,0.7187412977218628,1e-07
0.1629956215620041,0.9794489741325378,1.4712343215942383,0.7187412977218628,1e-07
0.16051475703716278,0.979832112789154,1.4733099937438965,0.7187412977218628,1e-07
